carat,cut,color,clarity,depth,table,x,y,z,price
1.18,Ideal,I,VVS1,62.6,54,6.74,6.78,4.23,6750
0.31,Very Good,H,VS2,59.7,61,4.39,4.42,2.63,489
2.52,Premium,F,SI2,60.6,60,8.78,8.7,5.3,18179
0.71,Premium,D,SI1,61.4,58,5.79,5.75,3.54,2863
0.43,Very Good,G,VS1,61,58,4.89,4.92,2.99,943
1.04,Premium,D,VS2,61.1,60,6.51,6.48,3.97,7852
1.05,Fair,I,I1,61.8,66,6.48,6.37,3.97,2396
0.31,Very Good,G,VS1,58.2,61,4.42,4.45,2.58,583
0.3,Very Good,G,VVS2,63.3,57,4.27,4.23,2.69,878
0.57,Premium,E,SI2,60.7,57,5.42,5.35,3.27,1320
1.24,Good,G,VS1,60.2,63,6.96,6.99,4.2,9405
1.21,Premium,H,SI2,61.1,60,6.91,6.86,4.21,5082
1.1,Very Good,H,SI1,62.9,57,6.54,6.59,4.13,5521
1,Very Good,H,VS2,61.3,63,6.38,6.4,3.92,5854
0.32,Ideal,H,VS2,62.1,56,4.42,4.37,2.73,648
0.38,Ideal,F,SI1,61.3,55,4.63,4.76,2.88,710
0.3,Premium,F,VS1,61.5,59,4.33,4.31,2.66,844
0.28,Good,F,VS1,58.3,58,4.33,4.35,2.53,487
0.7,Good,F,SI1,63.1,57,5.61,5.65,3.55,2161
1.55,Ideal,H,IF,61.4,57,7.47,7.42,4.57,13544
0.95,Premium,E,SI2,58.9,61,6.45,6.41,3.79,3907
1.27,Ideal,I,VS1,62.8,57,6.86,6.89,4.32,6396
1.23,Ideal,D,SI2,62.4,56,6.81,6.87,4.27,6289
0.71,Very Good,G,SI1,63.4,56,5.64,5.68,3.59,2364
1,Good,H,VVS2,63.7,52,6.41,6.36,4.07,6194
0.31,Ideal,E,SI2,60.1,57,4.41,4.44,2.66,435
0.49,Very Good,G,IF,59.7,56,5.16,5.19,3.09,1865
2.01,Good,F,I1,64,56,7.93,7.91,5.07,6686
0.9,Very Good,E,VS2,63,57,6.07,6.15,3.85,4643
0.72,Ideal,J,VS1,61.1,56,5.84,5.82,3.56,2177
1.24,Premium,E,I1,61.1,62,6.91,6.86,4.21,3528
1.02,Premium,F,VS1,60.8,59,6.46,6.49,3.94,7539
0.3,Ideal,D,VS2,61,55,4.36,4.33,2.65,911
1.01,Ideal,D,SI2,62.5,57,6.39,6.35,3.98,5206
0.3,Ideal,G,VS2,62.3,56,4.3,4.27,2.67,675
0.26,Ideal,H,VVS1,61.2,56,4.16,4.11,2.53,600
1.04,Fair,D,SI2,64.9,56,6.39,6.34,4.13,4398
0.3,Ideal,G,IF,62.1,55,4.32,4.35,2.69,863
0.37,Very Good,E,VVS2,59.3,58,4.68,4.73,2.79,843
0.74,Very Good,H,VVS2,60.5,60,5.79,5.81,3.51,2921
1.65,Ideal,G,IF,62.4,55,7.61,7.53,4.72,17729
1.03,Ideal,G,SI1,61.7,56,6.5,6.47,4,5241
1.04,Ideal,G,VS2,62.6,55,6.49,6.45,4.05,6290
0.7,Very Good,F,SI1,59.1,59,5.76,5.91,3.45,2278
0.31,Ideal,I,VS2,61,57,4.37,4.38,2.67,452
0.32,Ideal,G,VVS1,60.2,56,4.45,4.49,2.69,842
0.37,Premium,J,VS2,60.7,60,4.65,4.68,2.83,454
0.3,Ideal,F,IF,61.8,56,4.29,4.32,2.66,886
1.5,Very Good,D,SI1,61,61,7.28,7.32,4.45,11756
0.31,Good,D,SI2,63.6,54,4.31,4.34,2.75,462
1.5,Very Good,D,SI1,63.4,63,7.23,7.19,4.57,9895
0.74,Fair,F,VS2,61.1,68,5.82,5.75,3.53,2805
0.37,Ideal,E,VS2,61,56,4.62,4.66,2.83,737
0.52,Very Good,E,VS2,60.9,57,5.17,5.2,3.16,1689
1.11,Very Good,H,SI2,59.8,60,6.66,6.75,4.01,4456
1.7,Premium,I,VS2,60.7,59,7.63,7.7,4.65,11519
0.9,Premium,E,VS2,60.6,53,6.3,6.27,3.81,4562
0.36,Ideal,D,SI1,62.8,57,4.54,4.51,2.84,794
0.77,Ideal,E,SI2,61,57,5.95,5.92,3.62,2360
0.54,Very Good,D,SI1,62.1,56,5.22,5.25,3.25,1662
0.4,Ideal,F,VVS1,60.7,56,4.79,4.77,2.9,1323
0.7,Good,G,SI1,64.6,59,5.49,5.54,3.56,2137
0.43,Ideal,E,VS2,62,57,4.82,4.85,3,981
0.71,Good,H,SI1,63.4,54,5.6,5.67,3.57,2056
2.06,Ideal,I,SI2,62.4,55,8.1,8.14,5.07,14120
0.33,Premium,H,VS1,61,59,4.45,4.5,2.73,579
0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,1565
0.3,Very Good,D,VVS2,63,56,4.29,4.31,2.71,754
0.32,Ideal,F,VS2,61.7,55,4.4,4.41,2.72,645
0.24,Very Good,E,VVS2,62.2,56,3.96,3.98,2.47,608
0.6,Good,G,SI1,61.3,61.2,5.4,5.45,3.33,1565
0.31,Good,G,IF,63.9,58,4.3,4.27,2.74,988
1.71,Very Good,J,SI1,62.9,58,7.58,7.64,4.79,8690
2.01,Very Good,I,SI1,61.8,62,7.98,8.07,4.96,13691
0.59,Very Good,E,VVS2,61.7,59,5.37,5.36,3.31,2494
0.72,Ideal,I,VS2,61.2,57,5.75,5.79,3.53,2650
2.12,Ideal,F,SI2,62.3,57,8.19,8.22,5.11,17730
1.07,Ideal,F,SI2,61.6,56,0,6.62,0,4954
0.72,Ideal,D,SI2,62.7,55,5.72,5.7,3.58,2670
0.72,Ideal,F,VVS2,62.3,57,5.72,5.74,3.57,3740
0.26,Premium,E,VVS2,58.9,61,4.19,4.16,2.46,724
0.9,Premium,F,SI1,61.4,55,6.18,6.16,3.79,4435
1.03,Ideal,I,SI1,61.3,56,6.49,6.53,3.99,4078
1.33,Ideal,I,VS2,61.1,54,7.14,7.15,4.37,7148
0.3,Ideal,H,VS1,61.3,56,4.31,4.33,2.65,526
1.09,Ideal,G,SI1,62.2,56,6.6,6.55,4.09,5022
0.41,Premium,E,SI1,60.2,60,4.82,4.78,2.89,969
0.4,Very Good,D,VVS2,59.4,61,4.77,4.82,2.85,977
0.36,Premium,D,SI1,61.4,58,4.56,4.59,2.81,663
1.01,Premium,F,VVS2,61.8,59,6.46,6.42,3.98,8319
0.7,Ideal,F,VS2,62.3,53,5.69,5.73,3.56,2907
0.52,Ideal,D,SI1,61.5,55,5.22,5.19,3.2,1720
0.75,Very Good,F,VS1,62.3,57,5.83,5.88,3.65,3270
0.32,Good,E,VS2,58.8,63,4.48,4.54,2.65,801
0.33,Ideal,E,VVS1,60.9,56,4.46,4.48,2.72,984
0.77,Premium,E,VS2,60.5,59,5.92,5.98,3.6,3291
0.81,Premium,J,SI1,61.8,57,6.02,5.96,3.7,2199
1.52,Premium,D,SI2,58.6,62,7.56,7.45,4.41,8366
1,Good,E,VS2,64.1,54,6.26,6.31,4.03,6315
0.3,Premium,F,VVS2,61.6,58,4.28,4.35,2.66,737
0.32,Premium,F,VS2,61.4,60,4.38,4.42,2.7,645
0.4,Good,F,SI1,63.6,59,4.67,4.64,2.96,869
0.89,Good,E,SI2,64.3,65,6,5.95,3.84,2728
1,Good,G,VS1,63.9,55,6.28,6.34,4.03,5920
2,Very Good,I,SI1,63.6,57,7.9,7.99,5.05,14057
0.7,Fair,E,SI2,70.6,56,5.45,5.35,3.81,1828
2.08,Premium,E,SI2,62.3,59,8.22,8.16,5.1,15873
0.3,Very Good,G,VS1,63.1,58,4.28,4.24,2.69,776
0.41,Good,F,VVS2,63.6,56,4.72,4.68,2.99,1064
0.24,Very Good,F,VVS1,60.6,60,4.03,4.06,2.45,478
1.34,Good,H,VS2,59.1,60,7.15,7.19,4.24,8109
1,Very Good,G,VS2,63.4,57,6.31,6.27,3.99,5806
1.2,Ideal,D,SI1,62.7,55,6.79,6.71,4.23,7903
0.9,Very Good,F,VS2,63.2,58,6.11,6.16,3.88,4504
0.72,Ideal,G,SI2,61.4,56,5.76,5.83,3.56,2297
0.38,Very Good,I,VS1,60.1,60,4.66,4.72,2.82,606
0.52,Ideal,E,VS2,62.4,57,5.14,5.12,3.2,1743
0.72,Ideal,F,VS1,60.7,57,5.79,5.87,3.54,3759
0.7,Ideal,I,VVS1,62.3,55,5.7,5.64,3.53,2536
1.22,Premium,G,SI2,60.5,58,6.96,6.92,4.2,5739
0.4,Good,E,SI1,60.6,65,4.74,4.71,2.86,1110
1.2,Premium,H,SI1,62.1,55,6.79,6.74,4.2,5746
1.01,Ideal,I,I1,61.6,56,6.45,6.43,3.97,2416
1.05,Very Good,E,SI1,60.7,56,6.54,6.6,3.99,5770
0.36,Ideal,E,VVS2,61.9,55,4.57,4.61,2.84,998
0.7,Very Good,E,SI1,61.5,56,5.74,5.8,3.55,2239
2.5,Premium,H,SI2,62.7,59,8.65,8.61,5.41,12071
1.24,Premium,F,VVS2,62,55,6.95,6.88,4.29,11231
1.52,Very Good,G,VS2,61.6,56,7.37,7.43,4.56,12730
0.43,Premium,G,SI1,62.3,59,4.81,4.79,2.99,968
0.36,Ideal,F,SI1,61.6,56,4.57,4.62,2.83,560
1.5,Fair,J,SI1,64.9,58,7.09,7.03,4.58,6006
1.5,Fair,H,SI2,64.6,59,7.2,7.11,4.62,6250
0.37,Ideal,G,SI1,61.4,56,4.63,4.65,2.85,586
1.02,Very Good,F,SI2,60,57,6.53,6.57,3.93,4373
0.42,Premium,F,SI1,62.7,55,4.83,4.8,3.02,992
1.15,Very Good,H,SI1,62.4,57,6.68,6.71,4.18,5270
1.5,Very Good,E,SI2,63.3,57,7.28,7.23,4.59,7728
0.31,Ideal,H,VS2,62.1,53.8,4.33,4.37,2.7,502
1.2,Very Good,I,SI1,63.3,57,6.7,6.66,4.23,4704
1.13,Ideal,H,VS2,62,57,6.61,6.69,4.12,6045
1.63,Good,I,SI1,63.7,58,7.48,7.4,4.74,9730
1.54,Ideal,J,VS1,62,53,7.41,7.49,4.62,8207
0.94,Very Good,G,VVS1,63.3,57,6.21,6.14,3.91,6088
1.04,Ideal,G,VS2,61.6,55,6.51,6.55,4.02,6617
0.3,Premium,D,SI1,62.2,58,4.31,4.28,2.67,709
0.74,Premium,F,SI2,59.6,58,5.91,5.87,3.51,2328
1.72,Premium,G,VS2,61.1,58,7.73,7.69,4.71,15946
0.5,Ideal,J,SI1,62.3,55,5.07,5.11,3.17,895
0.24,Premium,E,VVS1,60.6,59,4.02,4,2.43,668
2.03,Fair,G,I1,66.3,56,7.81,7.75,5.16,6377
1.56,Premium,F,SI1,60.5,59,7.54,7.49,4.55,9120
0.34,Ideal,G,VVS1,60.4,56,4.52,4.55,2.74,813
0.33,Very Good,G,VS1,61.6,57,4.42,4.51,2.75,621
0.23,Very Good,F,VS2,61,59,3.95,3.99,2.42,402
1.01,Ideal,I,SI1,62.5,56,6.4,6.44,4.01,4413
0.3,Ideal,E,VVS1,62.5,54,4.32,4.29,2.69,979
0.3,Very Good,G,VVS1,63.4,56,4.31,4.27,2.72,1013
0.91,Ideal,J,VS1,60.7,57,6.23,6.26,3.79,3267
0.38,Good,E,SI1,62.8,61,4.6,4.67,2.91,641
1.29,Premium,F,VS1,61.3,61,7.05,6.95,4.29,10801
1.16,Ideal,F,VS1,61.9,54,6.75,6.79,4.19,9348
1.51,Ideal,G,SI2,62.4,56,7.29,7.25,4.54,9234
1.27,Ideal,H,VS2,60.3,56,7.08,7.02,4.25,7219
1.24,Ideal,J,VS2,62.1,56,6.86,6.9,4.27,6639
0.28,Ideal,F,VS1,60.2,56,4.3,4.31,2.59,598
0.57,Ideal,G,VS2,61.8,56,5.35,5.3,3.29,1728
0.73,Ideal,I,SI1,61.7,55,5.78,5.82,3.58,2733
1.62,Good,J,SI2,64.2,62,7.41,7.33,4.73,6223
0.55,Ideal,F,VS2,61.3,55,5.29,5.31,3.25,1679
0.41,Ideal,E,VS2,62.4,54,4.76,4.79,2.98,935
1.68,Ideal,E,SI2,60.4,55,7.7,7.79,4.68,11781
0.31,Ideal,G,VS2,62.3,56,4.34,4.29,2.69,698
0.35,Ideal,H,IF,60.8,56,4.61,4.6,2.8,1017
0.8,Very Good,F,VS1,62.3,57,5.92,5.95,3.7,3720
0.4,Very Good,F,VVS1,62.9,55,4.71,4.74,2.97,1111
0.32,Ideal,E,VVS2,61,55,4.43,4.45,2.71,808
1.23,Premium,H,VS2,59.5,59,7.08,7.01,4.19,7431
0.41,Very Good,D,SI2,62.7,58,4.75,4.78,2.99,683
0.83,Ideal,F,VS1,61.2,54,6.07,6.11,3.73,4617
1.13,Very Good,J,SI1,62.9,57.7,6.6,6.64,4.16,4391
1.12,Good,G,SI2,56.7,62,6.91,6.86,3.9,4158
1.69,Ideal,G,SI1,61.8,53,7.68,7.71,4.75,11843
0.4,Premium,F,SI1,62.5,59,4.67,4.71,2.93,737
0.43,Premium,E,SI2,60.8,58,4.88,4.86,2.96,919
0.71,Very Good,E,VS1,62.1,60,5.65,5.71,3.53,3192
0.42,Very Good,G,VVS2,61.2,56,4.84,4.86,2.97,954
0.71,Ideal,J,VS2,62,56,5.7,5.75,3.55,2052
0.54,Very Good,G,VS1,61.6,56,5.23,5.26,3.23,1754
1.2,Ideal,I,SI1,63.5,61,6.75,6.71,4.27,5376
0.34,Ideal,E,VS1,62.4,55,4.47,4.44,2.78,1033
1.1,Ideal,D,VS2,61.7,56,6.63,6.67,4.1,10350
0.41,Good,E,SI1,63.6,58,4.74,4.72,3.01,904
1.21,Ideal,J,VS2,62.6,54.2,6.79,6.81,4.26,5275
1.03,Premium,F,SI2,62.4,59,6.45,6.38,4,4586
0.91,Premium,H,SI1,62.2,56,6.23,6.18,3.86,3180
1.04,Good,H,I1,63.9,58,6.42,6.35,4.08,3261
1.31,Premium,G,VS2,60.3,59,7.08,7.12,4.28,8818
0.41,Very Good,D,VVS2,61.2,62,4.78,4.82,2.94,1295
1.01,Premium,D,VS2,59.2,56,6.48,6.43,3.82,6108
0.38,Ideal,D,VS1,62.4,56,4.68,4.64,2.91,1170
0.7,Ideal,I,SI1,60.4,57,5.75,5.79,3.49,2623
0.36,Premium,E,SI1,60.8,59,4.59,4.56,2.78,810
0.93,Premium,G,SI2,60.8,59,6.35,6.28,3.84,3594
0.51,Very Good,E,VS2,63.5,56,5.08,5.06,3.22,1662
1.2,Premium,I,SI2,61.5,58,6.82,6.77,4.18,4838
2.2,Very Good,H,VS2,63.3,58,8.25,8.22,5.21,16239
0.36,Premium,E,VS2,62,57,4.57,4.52,2.82,1080
0.42,Premium,F,SI1,62.9,57,4.77,4.73,2.99,992
0.32,Premium,H,VS1,60.6,60,4.44,4.4,2.68,720
0.33,Very Good,H,VS2,58.8,62,4.49,4.53,2.65,486
0.25,Premium,G,SI2,59,60,5.33,5.28,3.12,1186
0.91,Good,F,SI1,64.4,60,6.05,6.1,3.91,3994
1.08,Premium,G,SI2,62.3,56,6.6,6.52,4.09,4627
0.71,Ideal,I,SI1,61,56,5.75,5.78,3.52,2319
0.84,Fair,I,VS2,65.1,57,5.91,5.85,3.83,2359
0.91,Good,F,SI1,63.7,58,6.09,6.02,3.86,3924
1.01,Very Good,F,SI2,62.2,58,6.36,6.4,3.97,4121
0.43,Ideal,F,VVS2,62.2,55,4.83,4.85,3.01,1169
0.44,Premium,E,VS2,60.4,59,4.93,4.9,2.97,1073
1.23,Premium,E,VS2,58.9,59,7.05,6.98,4.13,9361
0.34,Good,H,VS2,63.7,57,4.42,4.44,2.82,537
2.07,Premium,I,VS2,61.2,58,8.18,8.2,5.01,18193
0.32,Ideal,F,SI1,60.6,57,4.45,4.49,2.71,604
0.34,Ideal,F,VS1,62.2,56,4.44,4.47,2.77,745
0.63,Premium,E,VS1,60.4,58,5.59,5.64,3.39,2171
1,Fair,G,SI1,67.7,57,6,6.15,4.11,3631
0.7,Premium,H,VVS2,62.1,58,5.71,5.66,3.53,2536
0.52,Good,G,SI1,64.3,61,5.01,4.97,3.21,1147
1.09,Very Good,G,VVS2,59.8,61,6.64,6.7,3.99,7583
0.3,Premium,G,VS1,61.4,60,4.3,4.33,2.65,605
1.55,Very Good,I,VS1,59,58,7.56,7.63,4.48,10711
1.14,Very Good,E,SI2,61.5,58,6.66,6.73,4.12,5236
0.57,Ideal,E,VS2,61.5,57,5.35,5.32,3.28,2491
1.01,Ideal,E,SI2,62.1,56,6.39,6.43,3.98,4355
0.9,Very Good,I,VS1,62.6,59,6.11,6.15,3.84,4126
0.32,Premium,G,VS2,62.6,60,4.33,4.36,2.72,561
0.93,Very Good,H,SI2,61.9,57,6.25,6.31,3.89,3452
1.02,Ideal,F,VS2,62,56,6.42,6.45,3.99,7326
0.9,Fair,D,SI1,64.8,59,6.1,6.03,3.93,3689
1,Premium,F,VS2,59.9,59,6.46,6.42,3.86,5864
1.61,Ideal,I,SI1,62.7,55,7.48,7.54,4.71,9439
0.5,Ideal,J,VS2,62,56,5.08,5.12,3.16,1166
1.51,Premium,G,VS2,60.7,60,7.36,7.4,4.48,12437
1.5,Ideal,I,VS2,62.4,54.1,7.3,7.35,4.57,9730
0.41,Ideal,G,VS1,62.4,57,4.7,4.75,2.95,899
0.82,Premium,I,IF,61.2,60,6.03,5.99,3.68,3224
0.93,Ideal,I,SI1,62,57,6.22,6.26,3.87,2917
2.02,Ideal,H,SI2,62.1,56,8.13,8.09,5.04,12485
0.5,Ideal,E,VS2,60.8,57,5.16,5.13,3.13,1768
1.53,Premium,G,VS2,59.4,59,7.55,7.51,4.47,13077
0.31,Premium,D,SI1,62,58,4.3,4.35,2.68,571
0.32,Ideal,D,SI1,62.9,56,4.4,4.38,2.76,706
0.33,Premium,E,VS2,61.7,60,4.45,4.4,2.73,928
0.42,Ideal,D,SI2,62.4,57,4.78,4.81,2.99,700
0.3,Ideal,E,VS2,62.5,56,4.28,4.3,2.68,658
1.04,Premium,D,VS1,60.8,58,6.53,6.5,3.96,7041
0.31,Ideal,G,VVS1,61.9,54,4.38,4.41,2.72,789
0.32,Ideal,E,VS2,61.9,56,4.4,4.36,2.71,900
0.46,Ideal,D,VS2,62.7,57,4.89,4.93,3.08,1326
0.5,Ideal,F,VS1,61,56,5.14,5.15,3.14,1731
1.06,Ideal,E,VS1,62.1,57,6.52,6.49,4.04,8567
0.83,Very Good,D,VS1,61.3,57.2,6.02,6.11,3.72,3984
0.47,Good,E,VS1,58.3,61.2,5.11,5.15,2.98,1447
0.54,Ideal,G,IF,62.3,56,5.19,5.21,3.24,2271
1.11,Ideal,G,VVS2,63.1,57,6.55,6.6,4.15,8843
1.51,Good,F,SI2,64.2,61,7.24,7.19,4.63,7695
0.54,Ideal,I,SI1,61.9,54,5.25,5.28,3.26,1057
1.55,Premium,I,SI1,62.5,60,7.33,7.35,4.59,8866
0.32,Very Good,F,VVS1,59.4,59,4.45,4.47,2.65,886
0.74,Ideal,E,VS2,61.9,57,5.81,5.78,3.59,2901
1.71,Very Good,G,VS1,61.3,54,7.69,7.74,4.73,17206
0.31,Ideal,G,VVS2,61.2,54,4.38,4.41,2.69,677
1.5,Fair,H,I1,65.6,54,7.26,7.09,4.7,2964
0.64,Very Good,D,SI1,62.3,58,5.49,5.53,3.43,1969
0.27,Premium,D,VVS2,62.2,59,4.12,4.08,2.55,799
0.26,Very Good,E,SI1,62,54,4.08,4.11,2.54,384
0.43,Premium,G,VS1,61.8,59,4.88,4.83,3,1008
0.7,Ideal,E,VS2,61,56,5.74,5.78,3.52,3504
0.43,Ideal,I,VS1,62.2,53,4.86,4.91,3.04,789
0.51,Premium,F,VS1,60.3,57,5.22,5.2,3.14,1799
1.16,Fair,H,SI1,65.8,58,6.54,6.46,4.28,5411
0.33,Ideal,F,VVS1,62.4,55,4.47,4.44,2.78,1021
0.55,Ideal,I,SI1,61.4,54,5.3,5.35,3.27,1076
0.32,Ideal,G,SI1,61.6,57,4.42,4.38,2.71,612
0.3,Ideal,D,VS1,60.7,56,4.38,4.41,2.67,885
1.2,Very Good,H,VS1,63.1,55,6.82,6.77,4.29,6814
0.3,Ideal,E,IF,61.1,57,4.31,4.33,2.64,1013
2.01,Very Good,E,SI2,61.2,58,8.05,8.07,4.93,14813
1.25,Very Good,I,VS2,62.7,58,6.74,6.95,4.29,5975
0.93,Premium,H,SI1,60.9,61,6.24,6.2,3.79,3437
1.03,Ideal,G,SI1,61.1,57,6.54,6.58,4.01,5147
1.04,Fair,G,VS1,64.9,58,6.36,6.33,4.12,5633
0.92,Fair,H,VS1,56,60,6.53,6.51,3.65,3924
1.54,Ideal,F,VS1,60.5,56,7.52,7.49,4.54,17949
1.42,Ideal,F,VVS1,60.8,56,7.25,7.32,4.43,18682
0.75,Ideal,D,VS2,61.7,55,5.82,5.85,3.6,3625
0.51,Ideal,D,VS2,61.5,57,5.14,5.11,3.15,1882
0.81,Very Good,G,SI1,62.3,59,5.93,5.98,3.71,3095
0.41,Premium,E,VVS1,62.9,59,4.76,4.72,2.98,1431
1.15,Very Good,D,SI1,61.7,58,6.69,6.76,4.15,5932
0.51,Good,G,VVS1,63.2,58,5.08,5.11,3.22,1872
0.31,Good,H,VVS1,63.1,57,4.25,4.31,2.7,707
0.7,Fair,I,SI1,65.2,58,5.6,5.56,3.64,1749
0.31,Very Good,E,SI1,63,59,4.26,4.31,2.7,544
0.31,Ideal,G,VVS1,62.8,57,4.33,4.3,2.71,977
0.34,Ideal,G,VVS2,62,56,4.46,4.48,2.77,735
1,Ideal,G,VS2,62.3,56,6.43,6.32,3.97,5887
0.31,Very Good,F,VS1,61,57.5,4.37,4.39,2.67,679
1.22,Premium,E,SI2,61.5,58,6.81,6.85,4.2,6237
1.01,Premium,G,SI2,60.1,59,6.45,6.39,3.86,4154
0.32,Ideal,D,SI1,60.9,56,4.4,4.43,2.69,589
1.19,Very Good,F,SI1,60.8,59,6.85,6.89,4.18,6526
0.7,Ideal,G,VS1,60.9,56,5.76,5.8,3.52,2995
0.3,Ideal,E,IF,61.2,58,4.31,4.38,2.66,957
0.73,Ideal,H,SI1,62.8,57,5.77,5.72,3.61,2330
0.64,Ideal,E,VS2,62,55,5.52,5.55,3.43,2238
0.4,Good,D,SI2,63.4,59,4.67,4.7,2.97,622
0.3,Ideal,D,VS2,60.9,57,4.32,4.35,2.64,710
1.15,Very Good,F,SI1,62.5,59,6.62,6.69,4.16,6110
0.71,Ideal,F,SI2,62.1,56,5.75,5.7,3.56,2637
0.4,Very Good,G,VS1,61.5,57,4.73,4.77,2.92,871
0.58,Very Good,E,IF,60.6,59,5.37,5.43,3.27,2852
0.41,Premium,F,VS2,61.6,59,4.77,4.74,2.93,1107
1.39,Premium,F,SI1,62.1,58,7.16,7.1,4.43,8631
1.04,Premium,I,VS1,61.6,56,6.59,6.52,4.04,4892
1.53,Very Good,D,SI2,62.9,56,7.25,7.31,4.58,9001
0.35,Ideal,F,VS1,60.9,56,4.52,4.56,2.77,839
1,Good,D,SI2,64.3,53,6.34,6.29,4.06,3965
0.42,Very Good,F,SI1,62.7,55,4.8,4.83,3.02,773
1.01,Good,E,VVS1,63.1,59,6.31,6.34,3.99,10567
0.9,Good,D,VS2,57.9,62,6.33,6.24,3.64,3604
0.9,Good,F,VS2,62.7,59,6.1,6.14,3.84,4493
0.43,Ideal,G,VVS2,60.9,57,4.86,4.89,2.97,1408
0.55,Very Good,D,SI2,63.2,56,5.24,5.21,3.3,1368
1.16,Ideal,G,VS2,62.3,57,6.72,6.66,4.17,7203
0.39,Ideal,H,VS2,62.3,55,4.67,4.7,2.92,707
1.04,Very Good,F,VS2,59,57,6.64,6.69,3.93,6405
0.75,Very Good,J,SI1,61.7,56,5.81,5.92,3.62,1859
0.34,Premium,G,VS2,61.2,59,4.43,4.49,2.73,596
0.42,Premium,D,VS1,60.8,60,4.84,4.87,2.95,1179
0.34,Ideal,E,SI1,62.3,57,4.51,4.48,2.8,765
0.52,Ideal,G,VS1,62.7,56,5.14,5.16,3.23,1689
0.91,Very Good,F,SI1,62.2,57,6.19,6.25,3.87,4108
0.72,Ideal,D,SI1,61.9,55,5.75,5.78,3.57,2954
1.01,Ideal,F,SI2,62.1,55,6.42,6.47,4,4458
0.43,Premium,D,SI1,61.1,59,4.83,4.89,2.97,830
0.39,Premium,E,VS2,61.4,58,4.68,4.73,2.89,889
1.13,Premium,G,IF,61.2,59,6.78,6.71,4.13,9698
1.5,Ideal,E,SI1,62.3,57,7.33,7.28,4.55,10214
0.36,Good,E,IF,57.7,54,4.74,4.79,2.75,1053
1.13,Ideal,D,VS1,61.2,57,6.7,6.72,4.1,11477
1.13,Premium,H,SI2,59.4,58,6.74,6.8,4.02,4350
0.43,Premium,G,VS2,62.3,58,4.85,4.81,3.01,1113
0.32,Premium,F,VS2,61.5,58,4.42,4.39,2.71,828
0.27,Ideal,E,VVS1,62.3,56,4.17,4.15,2.59,799
0.3,Ideal,E,VVS1,62.2,57,4.28,4.31,2.67,862
1.02,Premium,E,SI2,58.7,58,6.68,6.61,3.9,4990
0.55,Ideal,H,SI1,62.2,54,5.24,5.28,3.27,1084
0.62,Ideal,E,VS1,61.3,56,5.52,5.54,3.39,2731
0.52,Ideal,G,VVS2,62.7,55,5.12,5.15,3.22,1906
1.01,Very Good,F,VS2,61,57,6.42,6.5,3.94,6073
0.9,Good,F,SI1,62.5,59,6.1,6.13,3.82,4119
0.52,Premium,D,SI1,59.7,60,5.26,5.19,3.12,1344
2.22,Very Good,J,SI1,58.7,60,8.51,8.57,5.01,13782
0.9,Premium,D,SI1,62.7,58,6.09,6.15,3.84,4381
0.76,Ideal,G,SI1,61.2,57,5.85,5.9,3.59,3212
1.2,Ideal,D,SI1,62.7,55,6.71,6.79,4.23,7761
0.7,Ideal,I,VVS2,62.5,54,5.68,5.71,3.56,2353
1.24,Ideal,I,VS2,62,55,6.9,6.87,4.27,6076
0.37,Premium,G,VVS2,59.1,60,4.71,4.69,2.78,1082
0.78,Very Good,H,SI2,63.5,56,5.82,5.86,3.71,2265
0.37,Ideal,D,VS2,61.6,56,4.59,4.63,2.84,876
1.01,Premium,G,VS1,62.7,58,6.38,6.41,4.01,6499
0.53,Good,G,VS1,63.8,56,5.17,5.11,3.28,1591
1.51,Very Good,E,SI2,61.8,57,7.34,7.32,4.53,9731
0.3,Ideal,D,VS2,62.3,56,4.27,4.3,2.67,710
0.76,Very Good,F,SI2,62.7,55,5.74,5.83,3.63,2469
0.5,Good,D,SI2,63.7,60,5.09,5.02,3.22,925
0.62,Very Good,E,SI2,58.8,63,5.58,5.61,3.29,1624
0.36,Ideal,H,VVS1,61.8,56,4.6,4.63,2.85,794
1.21,Good,G,VS2,59.1,61,6.95,6.89,4.09,7359
1.13,Ideal,F,VVS1,61.7,56,6.68,6.75,4.14,11051
0.32,Very Good,E,VS2,60.5,55,4.43,4.49,2.7,702
0.31,Ideal,I,VVS1,61.4,54,4.41,4.38,2.7,732
0.61,Ideal,I,VVS2,62,54,5.51,5.47,3.4,1867
0.3,Premium,G,VS1,62.9,60,4.22,4.18,2.64,776
1.51,Good,G,VVS2,63.8,59,7.24,7.28,4.63,13155
0.41,Ideal,F,VS1,62.3,55,4.77,4.79,2.98,1007
1,Very Good,G,VS2,61.8,59,6.29,6.37,3.91,5600
0.24,Ideal,I,VVS1,62.3,57,3.98,3.95,2.47,432
0.31,Good,G,SI1,63.2,54,4.31,4.33,2.73,462
0.33,Premium,E,SI1,59.6,60,4.51,4.48,2.68,545
1,Premium,G,SI1,63,59,6.44,6.32,4.02,4956
2.43,Very Good,H,SI2,63.2,57,8.56,8.5,5.39,16170
0.3,Very Good,E,VVS2,60,55,4.36,4.41,2.63,837
0.8,Ideal,F,VS1,62.4,55,5.92,5.88,3.68,3884
0.61,Ideal,J,SI1,62,55,5.45,5.48,3.39,1143
