carat,cut,color,clarity,depth,table,x,y,z,price
0.32,Very Good,G,IF,62.9,55,4.37,4.4,2.75,872
0.5,Premium,G,VS1,62.1,55,5.22,5.06,3.19,1746
1.21,Very Good,F,VS2,61.6,58,6.79,6.88,4.21,8505
1.58,Very Good,E,SI1,62.9,59,7.38,7.43,4.66,12844
1.12,Premium,H,SI2,62.1,56,6.7,6.65,4.14,4014
0.3,Ideal,F,VVS1,61.9,57,4.32,4.3,2.67,995
1,Fair,E,SI2,69,56,6.01,5.94,4.12,3763
0.87,Premium,D,VS2,59.9,59,6.2,6.16,3.7,3873
0.36,Ideal,H,VS2,62.1,55,4.57,4.61,2.85,568
0.71,Very Good,H,SI2,62.2,55.1,5.7,5.72,3.55,2339
0.42,Ideal,G,VS2,62.4,54,4.83,4.78,3,1087
0.71,Premium,D,VS2,59.2,59,5.86,5.8,3.45,3161
1.14,Very Good,E,SI2,60,54,6.74,6.97,4.11,5593
1,Ideal,H,SI1,61.4,57,6.37,6.34,3.9,4564
0.3,Ideal,F,VVS2,61.8,55,4.33,4.35,2.68,694
0.7,Fair,F,I1,70.8,56,5.38,5.33,3.79,992
1,Premium,E,SI2,61.2,60,6.45,6.42,3.94,4704
1.01,Premium,E,SI1,61.6,59,6.44,6.42,3.96,4299
0.3,Ideal,F,VS2,60.9,56,4.32,4.35,2.64,605
0.9,Very Good,D,SI2,62.2,57,6.11,6.15,3.81,3975
0.39,Good,G,VS2,63.3,57,4.61,4.65,2.93,787
1.11,Ideal,H,SI2,62,54,6.64,6.61,4.11,4662
0.71,Ideal,D,VS2,61.2,56,5.76,5.78,3.53,3135
0.79,Ideal,D,SI1,61.5,56,5.91,5.96,3.65,2896
2.35,Premium,I,SI2,59.9,58,8.68,8.61,5.18,17294
1.05,Ideal,G,VVS2,62.2,56,6.49,6.53,4.05,8645
0.46,Premium,D,VVS1,60,59,5,5.04,3.01,1898
0.37,Ideal,E,VS2,61.2,57,4.58,4.64,2.82,811
0.24,Ideal,F,VS2,61.8,57,4.02,3.97,2.47,536
0.41,Ideal,F,VS2,62.6,57,4.76,4.79,2.99,863
1.01,Very Good,J,SI2,63.3,53,6.35,6.31,4.01,3088
0.31,Ideal,D,VS2,61.2,55,4.39,4.37,2.68,942
0.5,Very Good,D,VS2,63.2,60,5.04,5.02,3.18,1632
0.32,Premium,H,VS2,62.7,58,4.33,4.35,2.72,471
2.02,Ideal,G,SI2,62,55,8.16,8.1,5.04,18296
1.01,Very Good,J,SI1,61.3,57,6.45,6.5,3.97,4153
1,Fair,D,VVS2,61.1,57,6.37,6.3,3.87,10562
1.51,Fair,D,VS2,66,57,7.17,7.08,4.7,15152
1.06,Good,E,SI2,63.9,60,6.45,6.41,4.11,4321
0.32,Ideal,E,VVS1,61.2,55,4.41,4.42,2.7,892
0.31,Premium,I,VVS2,62.1,58,4.33,4.37,2.7,544
1.25,Ideal,E,VS2,60.7,56,6.97,6.99,4.24,11422
0.54,Ideal,H,VS1,61.5,56,5.24,5.23,3.22,1637
0.3,Very Good,J,VS1,63.4,55,4.3,4.25,2.71,506
0.9,Very Good,H,SI2,59.6,59,6.38,6.24,3.76,3250
0.54,Premium,G,SI1,60.3,57,5.4,5.24,3.21,1389
1.01,Fair,G,VS2,65.1,56,6.2,6.15,4.02,5950
0.9,Very Good,D,SI1,59.5,57,6.19,6.34,3.73,4419
1.51,Ideal,H,VS2,60.6,57,7.46,7.45,4.52,11540
0.7,Premium,E,VS2,60.9,59,5.71,5.68,3.47,2697
0.55,Ideal,F,VS2,61.7,57,5.24,5.29,3.25,1692
0.32,Premium,G,VS2,62.3,60,4.37,4.4,2.73,561
0.31,Ideal,G,IF,62.6,53,4.36,4.39,2.74,891
1.7,Premium,I,VVS2,62.1,59,7.6,7.53,4.7,11775
1.06,Premium,F,SI2,62,59,6.57,6.52,4.06,4656
0.91,Premium,F,SI2,62.1,56,6.26,6.21,3.87,3096
1.03,Ideal,F,SI2,62.6,57,6.44,6.4,4.02,3461
0.71,Very Good,G,SI2,63.4,56,5.68,5.62,3.58,2086
1.1,Premium,E,SI2,60.7,58,6.77,6.65,4.07,4829
1,Fair,G,I1,67.3,57,6.26,6.12,4.18,1954
0.61,Ideal,E,VS2,61.3,55,5.48,5.45,3.35,2373
0.32,Premium,G,VS2,60.1,61,4.44,4.41,2.66,672
0.7,Very Good,I,SI1,62.2,58,5.63,5.66,3.51,2136
0.56,Ideal,D,VS1,62.5,56,5.26,5.3,3.3,2292
0.7,Very Good,G,SI1,62.8,57,5.62,5.66,3.54,2276
1,Fair,I,SI1,67.9,62,6.19,6.03,4.15,2856
1.02,Very Good,D,IF,62.7,57,6.36,6.46,4.02,15306
0.74,Premium,F,SI1,61.4,59,5.81,5.82,3.57,2648
0.75,Premium,H,VS2,59.1,58,5.93,6.02,3.53,2496
1.57,Premium,G,VS2,62.7,60,7.46,7.38,4.65,11711
0.3,Premium,G,VVS1,61.9,59,4.31,4.28,2.66,1013
1.25,Ideal,G,SI1,60.7,56,6.98,7.05,4.26,8226
1.23,Ideal,H,VS2,62.3,56,6.86,6.79,4.25,7260
1.61,Premium,D,SI2,61.3,58,7.56,7.49,4.61,10278
0.82,Ideal,H,VS1,61.5,56,6,6.04,3.7,3364
0.93,Ideal,E,SI1,61.9,56,6.24,6.27,3.87,5992
0.37,Very Good,G,VS2,61.2,57,4.59,4.63,2.82,649
0.32,Ideal,F,VS2,62.1,57,4.38,4.35,2.71,828
1.04,Ideal,E,SI1,62.4,57,6.48,6.53,4.06,5528
1.01,Good,F,SI2,62.5,59,6.31,6.37,3.96,3886
1.24,Very Good,J,SI2,62.8,58,6.77,6.83,4.27,4789
0.5,Ideal,F,SI2,60.5,56,5.17,5.19,3.14,1118
1.57,Very Good,J,VS2,62.6,60,7.34,7.41,4.62,7813
1.21,Premium,G,VS2,62.2,58,6.78,6.88,4.25,7320
0.43,Ideal,G,VVS1,62,55,4.82,4.85,3,1207
0.7,Premium,F,SI1,61.6,60,5.68,5.72,3.51,2470
0.72,Ideal,E,SI1,59.8,57,5.86,5.91,3.52,2265
0.3,Ideal,G,VVS1,61.7,57,4.32,4.34,2.67,764
0.41,Ideal,I,VVS1,62,54.5,4.77,4.8,2.97,891
0.35,Ideal,H,IF,60.8,56,4.61,4.6,2.8,1017
0.33,Ideal,E,VVS1,61.9,54,4.45,4.47,2.76,945
1,Very Good,E,SI2,59.5,63,6.41,6.47,3.83,4004
2.02,Good,H,SI2,60.2,55,8.08,8.19,4.9,16565
0.3,Premium,G,VS2,60.6,61,4.32,4.29,2.61,675
1.29,Ideal,G,VS2,62.9,57,6.91,6.89,4.34,7080
0.32,Good,H,SI1,63.1,55,4.34,4.37,2.75,449
0.3,Very Good,H,VS1,63.2,58,4.26,4.22,2.68,630
1.5,Good,F,I1,60.6,62,7.22,7.24,4.38,5313
0.32,Premium,G,SI1,62.6,58,4.37,4.35,2.73,612
0.9,Premium,H,VS2,60.6,60,6.24,6.3,3.8,4044
0.9,Ideal,F,SI1,61.5,56,6.25,6.2,3.83,4284
0.71,Good,F,SI2,64.1,60,0,0,0,2130
0.5,Very Good,E,VS1,62.7,56,5.09,5.12,3.2,1675
1.1,Premium,I,SI2,62.9,59,6.6,6.53,4.13,3604
1.25,Ideal,I,VS2,60,57,7.07,7.02,4.23,4795
2.03,Premium,I,SI1,59.9,58,8.23,8.21,4.92,15095
0.37,Very Good,D,VVS1,62.3,54,4.57,4.65,2.87,1108
0.33,Very Good,H,IF,61.7,55,4.45,4.48,2.75,795
0.3,Ideal,H,VVS1,62.3,57,4.26,4.28,2.66,665
0.78,Very Good,D,SI1,62.5,58,5.86,5.89,3.67,3258
0.32,Premium,D,SI1,60.8,58,4.44,4.41,2.69,756
0.33,Ideal,D,VS2,60.7,56,4.48,4.5,2.73,803
1.01,Very Good,F,VS2,61.5,54,6.45,6.5,3.98,7370
1.07,Premium,G,SI1,61.6,58,6.6,6.56,4.05,5453
1.23,Good,I,VS1,63.6,59,6.85,6.76,4.33,5940
1,Good,J,VS2,58.7,61,6.5,6.52,3.82,3769
0.4,Ideal,E,VVS2,61.7,55,4.76,4.74,2.93,1238
1.51,Premium,H,SI1,60.7,59,7.43,7.39,4.5,10020
0.3,Ideal,G,IF,62.1,53,4.3,4.33,2.68,863
1.14,Very Good,F,VVS2,63.3,56,6.56,6.71,4.2,8912
1.03,Very Good,D,SI2,60.9,57,6.53,6.55,3.98,4545
0.24,Very Good,E,VVS2,62.5,58,3.96,4.01,2.49,485
1.01,Ideal,F,VS1,61.3,57,6.47,6.44,3.96,7602
0.62,Ideal,F,VS1,61.9,55,5.46,5.19,3.39,2344
1.21,Premium,H,SI1,62.5,60,6.77,6.7,4.21,5871
0.98,Very Good,H,VS2,59.9,60,6.45,6.38,3.84,4826
1.21,Premium,I,SI2,59.9,58,6.94,6.91,4.15,4879
2.03,Premium,I,VS2,60.5,62,8.22,8.17,4.96,16309
0.7,Very Good,I,SI2,58.8,60,5.8,5.83,3.42,1876
1.04,Very Good,G,VS2,61.3,58,6.45,6.53,3.98,5964
0.8,Premium,H,VS1,62,60,5.92,5.86,3.65,2935
0.31,Very Good,D,SI1,62.9,57,4.27,4.32,2.7,571
1.5,Ideal,I,VS2,62.4,54.1,7.3,7.35,4.57,9730
0.5,Ideal,H,IF,61.1,58,5.1,5.14,3.13,1844
0.4,Very Good,G,VVS1,60.6,58,4.69,4.78,2.87,1008
0.32,Premium,G,VS2,61.2,59,4.38,4.41,2.69,561
0.9,Ideal,I,VVS2,61.9,55,6.21,6.23,3.85,4011
2.28,Premium,H,SI2,61.9,61,8.42,8.32,5.18,16954
0.7,Good,F,VS2,63.5,56,5.64,5.45,3.52,2212
0.9,Very Good,D,SI1,63,58,6.11,6.14,3.86,4523
0.55,Ideal,E,SI1,62.4,58,5.28,5.23,3.27,1752
0.25,Good,D,VS1,57.6,60,4.15,4.18,2.4,399
1.07,Ideal,F,VS2,62.4,55,6.53,6.57,4.09,7483
0.7,Ideal,H,SI1,61.4,56,5.7,5.76,3.52,2815
0.71,Ideal,H,SI1,60.7,59,5.75,5.81,3.51,2328
2.45,Very Good,H,SI2,63.5,58,8.7,8.58,5.49,11830
1.01,Good,E,VS2,62.5,58,6.32,6.36,3.96,6221
0.6,Very Good,D,VS1,61.4,59,5.41,5.44,3.33,2431
0.5,Very Good,D,VS2,59.1,59,5.19,5.24,3.08,1703
0.42,Ideal,F,VVS1,61.3,56,4.83,4.82,2.96,1389
1.01,Premium,G,VS2,63,58,6.42,6.37,4.03,5741
1.1,Fair,E,SI1,65.5,57,6.45,6.37,4.2,3891
0.31,Premium,I,SI1,61.5,59,4.35,4.37,2.68,408
1.02,Very Good,F,SI2,60,57,6.53,6.57,3.93,4373
1.01,Good,J,SI1,63.6,54,6.44,6.36,4.07,3665
0.31,Ideal,G,IF,62.5,56,4.33,4.37,2.71,871
0.59,Very Good,H,VVS2,61.1,57,5.39,5.48,3.32,1771
0.34,Premium,F,VS2,61.2,59,4.53,4.49,2.76,880
0.73,Premium,F,SI2,60.2,59,5.87,5.82,3.52,1971
0.31,Premium,F,VS2,62,58,4.37,4.31,2.69,802
1.01,Ideal,H,VS2,62.3,57,6.35,6.4,3.97,4821
1.18,Good,D,SI2,61.7,63,6.67,6.72,4.13,5315
0.29,Ideal,G,IF,60.6,57,4.28,4.31,2.6,673
0.31,Ideal,D,VS2,60.7,56,4.35,4.38,2.65,734
0.31,Ideal,E,VVS1,61.3,56,4.38,4.4,2.69,1105
0.85,Fair,H,I1,66.9,54,5.98,5.75,3.94,1250
0.73,Ideal,D,SI1,61.9,56,5.8,5.77,3.58,3189
1.05,Premium,G,SI2,60.1,60,6.66,6.58,3.98,3898
0.4,Ideal,E,VS2,62.3,56,4.75,4.72,2.95,975
0.4,Premium,F,VS2,59.7,58,4.83,4.79,2.87,1080
1.3,Premium,I,VS1,62.2,59,6.97,6.91,4.32,6931
1.01,Premium,F,SI1,62.3,59,6.38,6.4,3.98,4969
0.56,Ideal,E,VS2,60.7,57,5.31,5.34,3.23,1819
1,Premium,E,SI1,60.7,59,6.41,6.38,3.88,5544
0.9,Very Good,I,SI1,60.5,58,6.22,6.27,3.78,3220
0.3,Ideal,H,SI1,60.9,58,4.31,4.33,2.63,450
0.57,Ideal,E,VS2,60.4,57,5.36,5.4,3.25,1728
0.31,Ideal,F,SI1,62.3,55,4.34,4.39,2.72,490
0.71,Premium,E,VS2,62.1,59,5.68,5.72,3.54,2711
0.32,Ideal,F,VS2,62.8,57,4.36,4.33,2.73,828
0.3,Ideal,G,VVS1,61.5,55,4.33,4.35,2.67,764
0.51,Premium,G,VVS1,60.1,56,5.35,5.16,3.16,2111
0.72,Good,F,SI1,63.4,58,5.66,5.69,3.6,2647
1.22,Ideal,H,SI2,61.7,56,6.83,6.91,4.24,5703
0.71,Ideal,E,SI1,62,56,5.77,5.72,3.56,2329
1.5,Good,J,SI2,60.9,62,7.3,7.32,4.45,6746
0.34,Ideal,D,VS2,62,55,4.48,4.45,2.77,1033
0.31,Ideal,D,SI1,62,56,4.39,4.35,2.71,684
1.01,Very Good,D,SI2,61.5,56,6.39,6.46,3.95,4719
1.02,Premium,G,VS2,59.8,58,6.58,6.54,3.92,6169
1.02,Ideal,H,VS2,62.3,54,6.48,6.39,4.01,4604
1.7,Very Good,J,VS2,63.2,58,7.56,7.5,4.76,7730
0.76,Very Good,E,SI1,60.4,58,5.91,5.97,3.59,3261
1.56,Ideal,G,SI1,61.2,56,7.51,7.49,4.59,11628
1.25,Premium,H,SI2,61.6,54,6.95,6.85,4.25,5740
0.82,Very Good,G,SI2,63.4,55,5.96,5.93,3.77,2232
0.31,Very Good,H,VS1,61.8,61,4.32,4.36,2.68,544
2.01,Ideal,H,SI1,62.1,55,8.12,8.07,5.03,18295
0.7,Good,F,VVS2,62.5,58,5.68,5.75,3.57,3445
0.7,Very Good,E,VS1,61.1,55,5.72,5.77,3.51,3061
1.07,Ideal,H,VVS1,61.7,56,6.56,6.68,4.06,7273
1.51,Ideal,J,VS2,62.4,57,7.35,7.3,4.57,7651
0.37,Premium,E,VS2,61,59,4.59,4.63,2.81,811
1.07,Good,J,VS2,61.7,57.7,6.55,6.58,4.05,4602
0.95,Premium,G,SI2,59.8,60,6.36,6.34,3.8,3181
1.07,Good,F,SI1,63.4,56,6.51,6.52,4.13,5561
1.1,Premium,G,VS2,60.2,58,6.75,6.71,4.05,6653
0.3,Premium,E,VS2,62,59,4.27,4.31,2.66,658
1.16,Ideal,G,IF,62,57,6.7,6.73,4.16,9901
1.01,Premium,F,SI2,61.8,54,6.47,6.42,3.98,3507
0.51,Premium,E,SI2,62.7,52,5.15,5.12,3.22,1205
1.12,Very Good,H,SI1,63.1,56,6.62,6.59,4.17,4673
1.28,Premium,I,SI1,60,60,7.08,6.99,4.22,6164
1.34,Ideal,I,VVS2,61.4,56,7.07,7.09,4.35,8079
0.4,Ideal,F,VS1,62,56,4.73,4.75,2.94,890
0.41,Premium,H,VVS2,62.2,58,4.74,4.71,2.94,961
0.4,Very Good,G,VS1,61.5,57,4.73,4.77,2.92,871
0.3,Premium,D,VS2,60.6,59,4.28,4.36,2.62,710
1.09,Ideal,G,VS1,62.3,55,6.59,6.63,4.12,7820
0.26,Ideal,H,VS1,62.1,56,4.13,4.15,2.56,448
1.34,Very Good,G,SI2,63.2,57,6.98,6.95,4.4,5245
1.06,Ideal,J,VS2,61.4,56,6.55,6.6,4.04,5459
0.3,Ideal,G,IF,61,57,4.31,4.34,2.64,863
0.4,Ideal,F,SI1,62,57,4.72,4.76,2.94,694
1.05,Ideal,D,SI2,61.9,56,6.53,6.5,4.03,5204
1.01,Ideal,G,VS2,61.8,56,6.45,6.42,3.98,6108
0.9,Premium,F,SI2,62.3,57,6.18,6.15,3.84,3704
0.55,Ideal,G,VVS2,62.5,56,5.22,5.25,3.27,2022
1.31,Premium,G,VS1,61.5,59,7,7.06,4.32,9891
2,Fair,F,SI2,59.8,68,8.13,7.95,4.81,12610
0.74,Ideal,D,SI2,62.2,57,5.78,5.82,3.61,2690
0.32,Ideal,D,VVS1,61.3,57,4.39,4.42,2.7,1067
1.52,Ideal,I,VS1,61.4,57,7.42,7.38,4.54,9483
0.31,Premium,E,VS2,61.3,60,4.32,4.39,2.67,680
1,Premium,I,VS2,61.6,59,6.47,6.39,3.96,4452
0.37,Ideal,E,VVS2,62.2,56,4.6,4.63,2.87,844
0.7,Very Good,H,SI1,59.2,59,5.79,5.86,3.45,2018
0.23,Very Good,E,VVS2,62.4,59,3.91,3.94,2.45,530
0.51,Fair,F,VVS2,65.4,60,4.98,4.9,3.23,3920
0.3,Very Good,H,VVS1,62,59,4.26,4.29,2.65,684
0.59,Ideal,J,SI1,61.3,57,5.37,5.4,3.3,1228
2.21,Premium,J,SI2,60.6,62,8.45,8.37,5.1,12327
0.5,Premium,E,VS2,61.8,58,5.11,5.05,3.14,1746
0.51,Ideal,H,IF,59.6,59,5.2,5.24,3.11,2063
0.32,Premium,G,VS2,60.2,57,4.45,4.42,2.67,720
0.71,Ideal,I,VS1,61.5,60,5.7,5.74,3.52,2432
0.36,Very Good,D,VS2,62.4,58,4.48,4.53,2.81,780
1.26,Ideal,F,SI1,60.6,56,7.05,6.98,4.25,6922
1.5,Ideal,E,SI1,60.4,59,7.38,7.43,4.47,12265
1.25,Ideal,G,VS2,60.9,57,6.96,6.99,4.25,9590
0.3,Ideal,G,SI2,61.7,57,4.26,4.3,2.64,382
0.41,Premium,E,VVS1,62.2,58,4.77,4.75,2.96,1431
0.36,Premium,H,VS2,61,60,4.6,4.55,2.79,729
0.37,Very Good,G,SI2,63.3,55,4.61,4.58,2.91,624
0.7,Fair,G,SI1,65,59,5.57,5.5,3.6,1982
0.3,Ideal,F,SI1,62.3,55,4.29,4.31,2.68,475
0.56,Premium,E,VS2,61.9,55,5.31,5.25,3.27,1915
0.3,Premium,H,VVS2,62.4,58,4.26,4.3,2.67,605
0.7,Premium,H,VVS2,59.6,59,5.83,5.78,3.46,2717
0.74,Ideal,I,VS1,62.1,56,5.75,5.82,3.59,2440
2.04,Very Good,H,SI2,60,60,8.21,8.17,4.91,16319
0.3,Premium,E,SI1,60,60,4.36,4.38,2.62,526
0.26,Very Good,G,VVS2,62.2,56,4.09,4.12,2.55,486
1.02,Ideal,F,VS2,62.1,57,6.44,6.37,3.98,6412
1.65,Very Good,G,SI2,62.2,58,7.55,7.62,4.72,9791
0.41,Ideal,G,VS2,62.4,55,4.73,4.76,2.96,827
0.73,Ideal,I,VS1,61.1,56,5.79,5.83,3.55,2596
0.28,Ideal,H,VS1,62.3,55,4.21,4.24,2.63,481
2.09,Premium,J,SI1,62.2,59,8.23,8.16,5.1,13864
0.74,Ideal,H,VS2,62.2,55,5.83,5.81,3.62,3178
1.2,Very Good,G,VVS1,62.8,56,6.73,6.75,4.23,9609
0.23,Very Good,F,VS2,61,59,3.95,3.99,2.42,402
0.53,Ideal,E,VS2,61.3,55,5.22,5.25,3.21,1739
1.51,Fair,D,SI2,64.7,57,7.17,7.24,4.66,9555
0.71,Premium,D,VS2,59.2,59,5.8,5.86,3.45,3217
0.51,Premium,G,VVS2,61.5,56,5.15,5.12,3.16,1974
0.3,Ideal,D,VS2,61.4,58,4.29,4.31,2.64,670
0.72,Premium,I,IF,63,57,5.72,5.7,3.6,2795
0.4,Ideal,I,VS2,62.6,54,4.74,4.75,2.97,667
0.28,Premium,E,VVS1,62.9,52,4.21,4.18,2.64,828
1.03,Premium,D,SI1,60.5,61,6.47,6.43,3.9,5410
0.31,Ideal,D,VS2,59.4,57,4.5,4.45,2.66,879
1.17,Ideal,G,VS2,62,57,6.74,6.78,4.19,7423
0.55,Ideal,D,VVS2,61.1,57,5.32,5.29,3.24,2644
1.52,Premium,D,SI2,60.6,62,7.42,7.37,4.48,9561
1.86,Very Good,J,VS2,62.5,55,7.81,7.9,4.91,10798
0.5,Premium,D,VS1,62.8,58,5.05,5.01,3.16,1807
0.77,Fair,I,VVS2,59.2,66,5.96,5.9,3.51,2292
1.01,Ideal,F,SI2,62.5,55,6.4,6.39,4,4497
0.7,Very Good,H,VS1,62.8,58,5.59,5.69,3.54,2389
0.75,Ideal,H,SI1,62.1,57,5.82,5.78,3.6,2165
0.9,Very Good,F,SI1,63.1,58,6.09,6.15,3.86,3624
0.9,Ideal,G,SI1,61.6,58,6.16,6.21,3.81,4008
1,Very Good,G,I1,62.5,62,6.42,6.35,3.99,3011
0.71,Ideal,G,VS2,61.9,57,5.73,5.77,3.56,2771
2,Premium,H,SI2,59.7,61,8.2,8.15,4.88,15451
0.33,Ideal,D,SI2,62.9,56,4.43,4.41,2.78,631
1.13,Very Good,D,SI2,62.3,60,6.59,6.7,4.14,5408
1.13,Premium,H,SI1,62.3,58,6.67,6.68,4.16,5101
1.31,Ideal,H,VS2,61.8,57,7.02,7.06,4.35,8261
0.7,Ideal,J,VS1,61.4,55,5.72,5.75,3.53,2107
1.67,Ideal,H,VS1,61.8,55.9,7.57,7.6,4.69,13887
0.33,Very Good,H,VS2,62.8,59,4.38,4.44,2.77,521
0.3,Ideal,E,VS2,61.8,55,4.35,4.33,2.68,844
0.54,Good,E,VS2,63.3,55,5.2,5.26,3.31,1660
0.52,Premium,G,VS1,61.2,60,5.13,5.19,3.16,1689
1.54,Very Good,F,SI1,58.8,60,7.54,7.59,4.45,11650
0.51,Good,G,VVS2,63.4,57,5.06,5.09,3.22,1800
1.08,Premium,F,SI2,62.7,58,6.53,6.49,4.08,3992
0.35,Ideal,I,VS2,59.8,57,4.59,4.6,2.75,491
0.77,Premium,G,VVS2,60.8,59,5.96,5.92,3.61,3299
1.37,Ideal,G,VS1,62.2,55,7.09,7.12,4.42,10927
0.55,Premium,G,VS1,59.4,62,5.36,5.32,3.17,1792
0.55,Ideal,E,VS2,62,55,5.26,5.28,3.27,1816
1.22,Ideal,H,VS1,60.4,57,6.86,6.89,4.15,7738
0.31,Premium,G,VS1,59.5,59,4.4,4.47,2.64,625
0.82,Very Good,H,SI1,63.6,56,5.9,5.95,3.77,2908
0.9,Ideal,H,VVS2,62,57,6.15,6.2,3.83,4924
0.33,Ideal,E,VVS2,61,57,4.46,4.49,2.73,802
0.74,Very Good,H,SI1,62.4,58,5.71,5.76,3.58,2426
0.38,Ideal,E,VVS2,62.2,53.8,4.62,4.66,2.88,1073
1.06,Very Good,H,SI2,62.4,54,6.5,6.54,4.07,4516
0.36,Ideal,G,VS1,61.5,58,4.59,4.61,2.83,725
0.41,Ideal,G,VVS1,61.7,55,4.79,4.77,2.95,1230
0.76,Fair,D,SI2,55.5,69,6.16,6.07,3.39,2518
1.02,Good,J,SI2,63.1,58,6.34,6.38,4.01,3298
0.35,Ideal,E,SI1,62.3,56,4.56,4.53,2.83,788
0.66,Ideal,D,SI1,62.7,55,5.56,5.61,3.5,2079
1.23,Ideal,E,SI2,62.1,55,6.91,6.84,4.27,7336
1.64,Very Good,I,SI1,62.3,58,7.53,7.63,4.72,9144
0.71,Very Good,D,SI1,63.2,58,5.65,5.68,3.58,2681
0.53,Very Good,J,VS2,62.9,58,5.16,5.18,3.25,1114
0.9,Premium,F,SI2,61.4,58,6.13,6.19,3.78,3619
2.01,Very Good,H,SI2,63,59,7.9,7.93,4.99,15773
1.64,Premium,J,VS1,60.6,59,7.67,7.61,4.63,9836
1.04,Good,J,SI1,64.2,58,6.42,6.34,4.1,3407
0.71,Ideal,I,SI1,61.6,55,5.72,5.74,3.53,2319
0.9,Fair,J,SI2,66.6,54,6.05,5.99,4.01,2536
1.04,Good,G,VS1,63.8,57,6.43,6.4,4.09,7177
0.31,Premium,E,VS2,60.8,58,4.37,4.35,2.65,872
0.42,Ideal,I,VS1,62,55,4.83,4.85,3,773
1.08,Very Good,E,SI2,62.9,59,6.44,6.53,4.08,5018
0.72,Ideal,G,VS1,60.3,57,5.82,5.86,3.52,3478
0.3,Ideal,F,IF,60.8,56,4.35,4.36,2.65,892
0.71,Premium,H,VS2,62.1,58.5,5.68,5.73,3.55,2549
0.31,Premium,G,VS2,61.2,59,4.36,4.4,2.68,471
0.58,Ideal,D,VVS1,62.2,56,5.34,5.36,3.33,3741
0.51,Very Good,G,VVS2,63.5,55,5.09,5.05,3.22,1842
0.59,Premium,I,VVS1,62.8,58,5.34,5.3,3.34,1837
2.01,Ideal,I,SI2,62.3,57,8.06,8.08,5.03,13796
0.7,Very Good,E,VS1,63.4,62,5.64,5.56,3.55,2695
1.09,Very Good,J,VS2,62.3,59,6.56,6.63,4.11,4372
1.3,Very Good,J,SI2,61.1,61,6.95,7,4.26,5047
0.37,Premium,D,SI1,61,62,4.64,4.61,2.82,874
2.01,Very Good,E,SI1,60.8,59,8.14,8.2,4.97,16956
0.33,Ideal,G,VS1,62.1,56,4.42,4.4,2.74,854
0.6,Very Good,J,SI2,62.9,60,5.34,5.38,3.37,1022
0.35,Ideal,G,VVS2,62.1,56,4.47,4.51,2.79,798
0.7,Very Good,F,VS2,62.9,57,5.59,5.63,3.53,2473
1.01,Good,D,SI2,63.6,61,6.35,6.33,4.03,3959
0.41,Very Good,D,SI1,63.4,55,4.72,4.68,2.98,947
1.01,Premium,H,SI2,63,59,6.33,6.27,3.97,3671
0.9,Very Good,F,SI1,62.7,59,6.12,6.16,3.85,4119
0.71,Ideal,E,VS2,61.9,55,5.68,5.72,3.53,3773
1.5,Very Good,H,SI1,62.6,57,7.26,7.3,4.56,9157
0.95,Premium,D,SI2,60.1,61,6.37,6.35,3.82,4341
0.33,Premium,H,VS1,61,59,4.5,4.45,2.73,743
1,Good,D,VS2,62.1,64,6.38,6.35,3.95,5174
0.31,Premium,G,SI1,62.4,55,4.34,4.31,2.7,593
0.3,Premium,D,SI1,63,58,4.27,4.24,2.68,709
0.58,Ideal,G,IF,62.1,56,5.35,5.37,3.32,2528
0.43,Ideal,F,VVS1,62.1,55,4.85,4.81,3,1422
0.41,Ideal,F,SI2,61.6,54,4.78,4.8,2.95,612
1.13,Ideal,F,SI2,62.3,57,6.67,6.61,4.14,4778
0.5,Ideal,E,SI2,62.8,55,5.08,5.05,3.18,1181
0.34,Ideal,H,VS2,62.2,56,4.53,4.48,2.8,689
1.71,Premium,G,VS2,59.3,60,7.86,7.81,4.65,15671
1,Ideal,H,VVS2,62.9,55,6.34,6.39,4,6607
0.61,Ideal,E,VS2,61.9,53,5.45,5.5,3.39,2248
0.42,Ideal,E,VS2,62.3,55,4.77,4.83,2.99,958
0.51,Premium,G,VS1,62.3,59,5.06,5.12,3.17,1656
0.37,Very Good,H,VS2,59.5,61,4.64,4.67,2.77,584
0.39,Ideal,F,VVS2,60.4,60,4.73,4.78,2.87,1031
0.31,Premium,G,SI1,63,58,4.34,4.3,2.72,593
0.6,Ideal,D,SI1,62.2,56,5.44,5.4,3.37,1996
1.14,Premium,I,SI1,60.4,60,6.78,6.73,4.08,4596
0.61,Ideal,F,SI2,61.9,57,5.45,5.41,3.36,1588
0.58,Ideal,G,VS1,60.1,55,5.44,5.4,3.26,1830
0.62,Ideal,G,SI2,62.1,55,5.46,5.49,3.4,1327
0.34,Ideal,D,VVS1,62.4,55,4.49,4.45,2.79,1211
0.71,Very Good,I,VS1,62.3,60,5.69,5.73,3.56,2326
0.81,Ideal,G,VS1,61.6,56,5.99,6.02,3.7,3923
1.07,Ideal,E,SI1,61.4,57,6.59,6.53,4.03,5537
1.15,Very Good,E,SI2,63.1,63,6.63,6.53,4.15,5193
0.31,Very Good,G,VVS1,63,58,4.29,4.32,2.71,816
0.54,Premium,H,VS1,62.6,59,5.22,5.19,3.26,1720
0.9,Premium,G,VS2,60.9,58,6.34,6.19,3.79,4183
1.08,Ideal,F,VVS2,62.1,55,6.57,6.6,4.09,10052
