carat,cut,color,clarity,depth,table,x,y,z,price
1.06,Premium,H,SI1,61.6,59,6.55,6.54,4.03,4872
0.24,Very Good,E,VVS1,59.7,58,4.07,4.1,2.44,552
1.2,Ideal,H,SI1,61.2,60,6.87,6.82,4.19,6569
1.3,Very Good,E,SI1,59.1,60,7.12,7.17,4.22,7963
1.06,Premium,D,VS2,59.6,60,6.71,6.68,3.99,7280
0.9,Premium,I,SI1,62.1,59,6.19,6.15,3.83,3121
2.5,Fair,F,SI2,65.8,58,8.38,8.31,5.49,17405
0.33,Ideal,F,VS2,61.6,56,4.44,4.46,2.74,666
0.93,Very Good,D,SI1,60.8,59,6.24,6.27,3.8,4527
1.13,Ideal,I,SI2,61.7,57,6.59,6.7,4.13,4307
1.12,Ideal,H,SI2,62.4,54,6.65,6.68,4.16,5178
0.31,Ideal,I,IF,60.9,57,4.37,4.4,2.67,635
0.31,Ideal,H,VS2,62.2,55,4.37,4.35,2.71,628
2.02,Premium,G,SI2,61.3,56,8.22,8.16,5.02,16929
0.46,Good,F,VS1,56.5,61,5.11,5.05,2.87,1157
0.7,Very Good,E,SI1,62.5,59,5.66,5.7,3.55,2617
0.4,Premium,F,VS1,61.1,59,4.71,4.75,2.89,982
1.04,Premium,F,VVS2,62.1,56,6.54,6.48,4.04,8610
0.51,Ideal,D,SI1,61.8,55,5.14,5.18,3.19,1569
0.79,Premium,I,SI1,61.8,60,5.96,5.92,3.67,2317
0.24,Very Good,E,VS2,61.7,57,3.99,4.02,2.47,461
0.3,Ideal,F,VVS1,61.9,57,4.3,4.32,2.67,814
1.24,Ideal,J,SI2,60.1,57,7.02,6.98,4.21,4783
0.38,Very Good,J,VVS2,63.4,56,4.62,4.56,2.91,855
0.41,Good,D,SI2,63.1,54,4.72,4.75,2.99,638
0.35,Ideal,I,VS2,61.7,57,4.56,4.52,2.8,630
1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,5987
0.3,Ideal,E,VVS1,61.6,56,4.31,4.32,2.66,838
0.96,Good,J,VS2,63.9,58,6.27,6.21,3.99,3312
1.51,Ideal,E,VS2,61.7,55,7.37,7.34,4.54,14482
1.41,Good,G,SI1,63.7,57,7.13,7.03,4.51,7738
0.91,Ideal,G,SI1,62,56,6.19,6.22,3.85,4922
0.9,Good,I,VS2,63.8,55,6.16,6.07,3.9,3246
2.04,Premium,I,SI2,60.3,60,8.26,8.19,4.96,14660
2.01,Premium,G,SI1,61.8,60,7.99,8.04,4.95,18077
0.98,Very Good,H,SI2,62.1,59,6.33,6.39,3.95,3731
0.33,Ideal,I,IF,61.4,56,4.45,4.41,2.72,891
0.56,Ideal,D,VS2,60.9,56,5.36,5.31,3.25,2066
1.26,Very Good,G,SI1,61.7,60,6.85,6.9,4.24,6733
0.9,Very Good,E,SI2,63.4,56,6.15,5.99,3.85,3187
0.62,Premium,E,VVS2,60.7,60,5.51,5.43,3.32,2727
1.02,Fair,D,SI1,66.4,60,6.29,6.21,4.15,4798
1.1,Premium,H,SI2,62.8,55,6.68,6.57,4.16,4004
0.3,Good,F,VVS1,61.1,61,4.29,4.32,2.63,682
1.7,Premium,H,VS2,59,58,7.77,7.72,4.57,10333
0.55,Ideal,G,VS2,61.2,55,5.3,5.35,3.26,1833
0.56,Ideal,D,SI2,61,57,5.3,5.34,3.24,1399
0.3,Ideal,G,VVS2,61.5,55,4.3,4.32,2.65,684
0.7,Good,E,SI1,63.3,60,5.56,5.59,3.53,2569
0.31,Ideal,H,VS2,62.2,55,4.35,4.37,2.71,489
0.31,Ideal,E,VS2,61.9,55,4.34,4.38,2.7,680
0.34,Ideal,I,VS1,62.4,55,4.51,4.47,2.8,689
0.5,Premium,E,SI1,62.3,58,5.09,5.15,3.19,1316
0.57,Ideal,G,VVS2,60.5,56,5.36,5.38,3.25,1976
0.93,Very Good,G,SI2,62.7,57,6.21,6.26,3.91,3738
1.1,Ideal,F,IF,62,57,6.65,6.57,4.1,11233
0.31,Ideal,G,IF,61,55,4.39,4.42,2.69,871
0.5,Ideal,G,IF,60.8,54,5.19,5.2,3.16,2287
0.7,Ideal,H,VS2,62.8,55,5.67,5.63,3.55,2607
0.43,Good,E,SI1,60.6,61,4.96,4.98,3.01,723
1.03,Ideal,J,SI1,62.1,55,6.46,6.51,4.03,4221
1.03,Very Good,F,SI1,58,60,6.68,6.74,3.89,5241
0.33,Ideal,H,VVS2,61.6,55,4.48,4.51,2.77,633
0.51,Premium,F,VS2,62.1,58,5.12,5.09,3.17,1687
0.51,Ideal,D,VS2,61.8,55,5.18,5.15,3.19,1882
1.05,Ideal,H,SI2,61.2,57,6.55,6.62,4.03,4331
1,Very Good,E,SI2,61.4,61,6.36,6.41,3.92,4620
0.32,Very Good,G,VVS1,60.6,56,4.44,4.47,2.7,772
0.55,Premium,E,VS2,62.3,60,5.26,5.18,3.25,2030
0.7,Good,E,VS2,64.2,60,5.58,5.64,3.6,2394
0.7,Ideal,D,SI2,62.1,56,5.67,5.71,3.53,2575
0.57,Ideal,G,SI1,62.2,55,5.33,5.35,3.32,1441
1.12,Ideal,G,VS1,62.5,54,6.65,6.69,4.17,8394
0.41,Ideal,H,VS1,61,54,4.84,4.8,2.94,1024
0.72,Premium,H,SI1,62.2,57,5.75,5.72,3.57,2311
0.46,Very Good,E,VS2,62.1,57,4.89,4.93,3.05,1194
0.31,Ideal,G,IF,61.7,56,4.34,4.38,2.69,891
0.74,Very Good,G,SI2,60.3,57,5.85,5.87,3.54,2505
1.48,Ideal,E,SI2,62.1,57,7.35,7.28,4.54,8818
0.33,Ideal,G,IF,61.3,55,4.49,4.51,2.76,946
1.59,Ideal,I,SI2,60.5,55.1,7.55,7.62,4.59,8814
0.38,Ideal,H,VS2,62.8,55,4.66,4.64,2.92,898
0.9,Very Good,E,SI1,59.8,58,6.21,6.26,3.73,4165
0.3,Very Good,G,VVS1,60.6,61,4.33,4.35,2.63,789
0.39,Good,H,VS2,63.1,58,4.63,4.66,2.93,718
0.23,Very Good,G,VVS1,60.2,59,4,4.01,2.41,415
0.43,Premium,G,VVS1,62,59,4.8,4.82,2.98,1207
1.5,Fair,J,SI1,64.9,58,7.09,7.03,4.58,6006
0.72,Ideal,E,VS1,61.9,55,5.74,5.77,3.56,3283
0.9,Fair,H,SI2,64.4,59,6.03,5.99,3.87,2138
0.73,Ideal,G,VVS2,61.3,57,5.84,5.81,3.57,2869
0.72,Ideal,F,VS2,62.8,55,5.74,5.69,3.59,2732
0.7,Very Good,D,VS1,62.9,60,5.57,5.62,3.52,3231
0.71,Very Good,F,SI1,62.4,59,5.64,5.7,3.54,2590
1.22,Very Good,I,SI2,62.9,56,6.79,6.84,4.29,5072
0.3,Very Good,G,VS1,63.1,59,4.27,4.25,2.69,776
0.75,Good,D,SI1,63.6,58,5.65,5.77,3.63,3078
0.41,Ideal,F,VVS2,61.4,56,4.76,4.81,2.94,1115
2.13,Fair,H,SI2,64.5,58,8.09,8.01,5.19,13370
1.5,Ideal,J,SI1,59.4,62,7.38,7.35,4.38,6745
1.16,Fair,H,SI2,66.3,57,6.56,6.5,4.33,4222
0.41,Ideal,G,VVS1,61.6,57,4.75,4.77,2.93,1055
1.02,Premium,D,SI2,59.3,60,6.56,6.52,3.88,4583
1.7,Good,H,VS2,62.5,59,7.48,7.58,4.71,12723
0.54,Very Good,D,VS2,61.1,59,5.25,5.29,3.22,1583
0.21,Premium,E,VS2,60.5,59,3.87,3.83,2.33,386
1.18,Premium,I,SI2,62.9,58,6.77,6.7,4.24,3925
0.24,Very Good,F,VS1,62.9,59,3.95,3.97,2.49,393
2.12,Premium,G,I1,60,58,8.39,8.28,4.99,7508
0.36,Ideal,F,IF,62.2,55,4.62,4.57,2.86,1215
0.35,Ideal,F,VVS2,60.8,55,4.58,4.61,2.79,872
0.71,Ideal,F,VS1,62.1,57,5.73,5.76,3.57,3066
1.2,Premium,F,SI2,62.9,57,6.8,6.72,4.25,5712
1.51,Good,F,VS2,62,59,7.18,7.37,4.51,13819
0.63,Very Good,F,VS2,63,56.2,5.38,5.48,3.42,2032
1.65,Ideal,G,VS2,61.9,57,7.65,7.61,4.72,14593
0.58,Ideal,E,VS1,60.8,57,5.42,5.41,3.29,2359
1.54,Ideal,E,VS2,62,56,7.46,7.43,4.61,14529
0.7,Premium,E,SI1,61.1,60,5.69,5.56,3.44,1971
0.33,Ideal,D,VS2,61.7,55,4.46,4.48,2.76,724
1.51,Very Good,I,VVS1,62,58,7.27,7.31,4.52,11512
0.54,Ideal,G,VS1,62.3,55,5.24,5.2,3.25,1847
0.41,Ideal,G,SI2,61.7,55,4.78,4.81,2.96,664
0.3,Good,D,SI1,63.4,54,4.27,4.31,2.72,515
0.4,Premium,E,SI1,62.8,59,4.73,4.7,2.96,907
0.37,Good,G,VS1,63.1,56,4.57,4.59,2.89,746
1.01,Good,G,VVS2,63.2,59,6.27,6.35,3.99,7137
0.3,Very Good,E,IF,60.1,60,4.3,4.32,2.59,1026
1.01,Ideal,E,VS2,61.4,57,6.44,6.5,3.97,6956
0.51,Premium,D,VS1,60,58,5.19,5.14,3.1,2203
1,Ideal,G,VS2,62.3,56,6.38,6.36,3.97,5824
2.01,Premium,J,VS1,60.2,61,8.23,8.16,4.93,12963
0.33,Ideal,G,SI2,61.2,56,4.48,4.51,2.75,463
0.9,Ideal,D,SI1,62.4,55,6.15,6.19,3.85,5656
1.23,Ideal,H,SI1,62.3,57,6.89,6.85,4.28,6046
0.46,Very Good,D,VS2,61.2,57,4.96,5,3.05,1321
0.56,Ideal,H,VS2,61.8,54,5.34,5.31,3.29,1694
0.4,Premium,G,VS1,60.7,58,4.78,4.81,2.91,877
0.41,Ideal,F,VS2,60.9,57,4.74,4.78,2.9,863
1.02,Premium,D,SI2,61.5,58,6.51,6.33,3.95,4381
0.34,Very Good,F,VS2,62.9,55,4.46,4.48,2.81,686
0.4,Good,G,SI2,63.1,59,4.65,4.7,2.95,596
1.53,Ideal,I,VS2,61.8,57,7.44,7.39,4.58,9853
1.22,Ideal,D,VS2,61.7,56,6.89,6.86,4.24,10538
0.9,Very Good,F,VS2,61.7,57,6.17,6.21,3.82,4493
0.71,Very Good,D,VS1,62.9,57,5.6,5.66,3.54,2910
0.41,Very Good,E,VS1,62.2,58,4.74,4.78,2.96,954
1.7,Premium,G,SI2,58.9,62,7.79,7.72,4.57,10091
1.02,Ideal,F,SI2,62.4,57,6.4,6.43,4,4319
1.01,Very Good,D,SI2,61.4,60,6.33,6.38,3.9,4564
0.48,Very Good,J,SI2,62.3,63,5.02,4.96,3.11,1080
0.37,Premium,D,VS1,61.9,58,4.62,4.56,2.84,1006
0.31,Premium,H,VVS2,61.9,58,4.33,4.3,2.67,802
0.41,Ideal,G,SI1,62.2,56,4.77,4.75,2.96,861
0.91,Fair,H,VVS1,56.5,67,6.38,6.4,3.61,4115
1.27,Premium,J,SI2,60.4,58,7.04,7,4.24,4660
0.55,Premium,F,VS2,62.7,58,5.28,5.25,3.3,2376
1.55,Very Good,I,SI1,62,62,7.33,7.47,4.59,8644
1,Ideal,H,SI2,62,55,6.39,6.43,3.98,4580
1.26,Ideal,J,SI1,62,56,6.9,6.93,4.29,5301
1.01,Ideal,H,VS1,62.6,57,6.37,6.4,4,5777
1.34,Very Good,G,SI2,63.2,57,6.98,6.95,4.4,5245
0.37,Ideal,G,VS2,61.5,56,4.64,4.59,2.84,833
1.73,Very Good,J,VS2,60.9,59,7.72,7.76,4.71,9510
0.4,Very Good,D,VS2,63.5,57,4.62,4.67,2.95,850
1.23,Premium,G,SI1,62.5,59,6.84,6.77,4.25,6909
1.5,Premium,G,VVS2,62.7,58,7.28,7.32,4.58,14157
1,Good,D,VS2,64.1,58,6.24,6.33,4.03,6389
2.05,Ideal,G,SI2,61.6,56,8.16,8.11,5.01,18181
0.96,Premium,G,SI1,62,57,6.34,6.31,3.92,3355
0.74,Very Good,E,SI2,59.9,59,5.93,5.95,3.56,2638
1.72,Premium,H,SI2,59.8,59,7.77,7.74,4.64,10749
0.32,Ideal,I,VVS1,61.7,55,4.4,4.39,2.71,756
1.55,Premium,J,VS1,61.6,58,7.39,7.42,4.56,7733
0.41,Premium,F,VVS2,60.4,58,4.8,4.84,2.91,1115
0.61,Ideal,G,VS2,61.6,55,5.46,5.48,3.37,2286
1.02,Ideal,D,VS1,62,56,6.46,6.5,4.02,8658
0.58,Premium,F,VS1,61.1,59,5.39,5.35,3.28,2668
1.5,Good,H,SI2,64.2,61,7.15,7.1,4.57,7291
1.51,Good,E,SI2,63.2,56,7.26,7.32,4.61,9833
1.64,Premium,H,SI1,59.3,61,7.68,7.64,4.54,11159
0.43,Ideal,G,VVS2,60.1,57,4.88,4.91,2.94,1056
0.34,Ideal,F,SI2,61.9,57,4.5,4.52,2.79,438
1.15,Ideal,F,SI2,60.6,58,6.75,6.79,4.1,5635
0.3,Very Good,H,VVS1,63.3,55,4.34,4.29,2.73,878
0.33,Ideal,G,VS2,62.2,56,4.44,4.47,2.77,579
1.7,Premium,I,VS2,61.7,59,7.63,7.68,4.72,11257
0.72,Good,E,SI2,57.9,56,5.93,5.85,3.41,2308
0.5,Very Good,I,SI1,63.2,57,5.07,5.09,3.21,1087
1,Ideal,E,SI2,61.9,56,6.43,6.4,3.97,4760
0.5,Premium,G,VS1,62.5,58,5.11,5.07,3.18,1746
1,Very Good,F,VS2,61.1,60,6.4,6.46,3.93,7343
0.59,Ideal,F,SI2,60.1,57,5.45,5.49,3.29,1371
1.54,Premium,H,VS2,61,60,7.46,7.42,4.54,11177
0.32,Ideal,D,SI1,60.9,55,4.45,4.48,2.72,715
0.5,Ideal,E,VS2,61.4,55,5.12,5.14,3.15,1614
1,Very Good,E,SI2,59.8,58,6.47,6.53,3.89,4321
1.61,Good,G,VS2,63.8,58,7.43,7.36,4.72,9467
0.45,Very Good,E,SI1,62.8,58,4.84,4.88,3.05,851
1.01,Good,E,VS2,58,60,6.64,6.68,3.86,6522
1.02,Ideal,G,SI2,62.6,58,6.42,6.4,4.01,4363
0.35,Ideal,D,VS2,61.8,56,4.51,4.55,2.8,829
0.4,Premium,F,VS1,60.3,60,4.81,4.77,2.89,1050
0.51,Premium,E,SI2,61.8,58,5.11,5.08,3.15,1265
0.51,Very Good,D,SI1,63.5,55,5.09,5.08,3.23,1574
0.74,Good,E,VS2,63.5,56,5.75,5.8,3.67,3163
0.31,Premium,E,SI1,59.3,59,4.42,4.48,2.64,544
1.07,Very Good,D,SI1,61.8,61,6.54,6.57,4.05,5767
0.72,Fair,H,SI2,66,60,5.58,5.51,3.66,1799
0.41,Ideal,D,VVS1,61.7,55,4.77,4.8,2.95,1376
0.31,Premium,I,VS2,60.7,61,4.34,4.32,2.63,558
1.5,Ideal,F,SI1,62.7,56,7.25,7.35,4.58,9347
0.9,Very Good,G,VS2,61.9,56,6.17,6.23,3.84,4269
2.01,Ideal,E,SI2,62.2,57,8.04,8.09,5.02,17688
1.57,Ideal,E,VS2,62.3,57,7.39,7.44,4.62,16570
0.36,Premium,E,SI2,61.5,61,4.63,4.57,2.83,518
0.7,Very Good,G,SI1,62.5,60,5.64,5.68,3.54,2042
0.54,Premium,F,SI1,63,57,5.23,5.18,3.28,1349
0.43,Very Good,F,SI1,62.9,60,4.77,4.8,3.01,792
1.04,Premium,E,VS1,58.6,59,6.68,6.64,3.9,6765
1.01,Very Good,F,VVS2,61.9,56,6.42,6.48,3.99,8525
0.62,Premium,F,VS1,60.1,58,5.56,5.48,3.32,1942
0.4,Premium,F,VS1,61.5,59,4.76,4.71,2.91,1050
0.3,Ideal,H,VS1,61.6,55,4.27,4.3,2.64,526
0.35,Premium,G,VS1,62.9,58,4.49,4.48,2.82,906
1.2,Very Good,F,SI1,63.5,57,6.65,6.74,4.25,6872
1.16,Ideal,E,SI2,61.9,55,6.71,6.77,4.17,5991
0.25,Very Good,F,VVS2,62,59,3.99,4.04,2.49,576
0.33,Premium,G,VS1,61.9,58,4.43,4.46,2.75,666
1.68,Premium,G,VS1,58.2,57,7.89,7.85,4.58,13445
0.32,Premium,G,VS2,62,59,4.41,4.37,2.72,720
1.25,Ideal,I,SI1,61,56,6.97,7.02,4.27,6352
0.33,Ideal,F,SI2,61.4,57,4.44,4.48,2.74,413
0.35,Very Good,G,IF,62.1,56,4.54,4.57,2.82,833
1.11,Ideal,G,VS2,61.6,56,6.62,6.65,4.09,8400
0.5,Ideal,F,VS2,62.7,56,5.07,5.1,3.19,1691
0.7,Very Good,F,VS2,60.5,58,5.78,5.83,3.51,2437
0.5,Premium,D,VS2,62.1,58,5.03,5.08,3.14,1752
1.51,Premium,H,SI2,61.6,60,7.34,7.27,4.5,10485
0.32,Ideal,G,IF,61.9,56,4.39,4.46,2.74,940
0.9,Premium,I,SI1,61.8,58,6.26,6.2,3.85,3121
0.55,Ideal,I,VVS1,61.7,56,5.24,5.29,3.25,1593
0.56,Premium,D,SI1,61.4,58,5.29,5.33,3.26,1723
1.59,Ideal,I,SI1,62.4,56,7.48,7.46,4.66,10106
1.09,Ideal,F,IF,61.6,55,6.59,6.65,4.08,11888
0.39,Very Good,E,VS2,63.1,56,4.69,4.63,2.94,1065
1.63,Very Good,I,SI1,62,54,7.6,7.67,4.73,9090
0.72,Premium,F,VS1,62.4,58,5.83,5.7,3.6,2802
0.71,Very Good,E,VS1,59.8,58,5.78,5.82,3.47,3112
1.63,Very Good,H,VVS1,59.1,58,7.68,7.84,4.59,13211
0.41,Ideal,J,VS1,60.2,57,4.81,4.85,2.91,647
1.25,Ideal,E,I1,60.9,56,6.95,6.91,4.22,3276
1.14,Premium,H,VS2,60.2,58,6.74,6.81,4.08,5986
1.24,Premium,F,VS2,62.2,58,6.89,6.84,4.27,9411
0.33,Ideal,H,VVS1,61.7,56,4.46,4.48,2.76,752
2.04,Ideal,F,SI2,62.4,56,8.07,8.14,5.06,17049
0.32,Ideal,F,VS2,61.4,55,4.43,4.46,2.73,781
0.33,Very Good,E,VVS1,61.8,54,4.47,4.49,2.77,945
0.77,Ideal,G,VS2,62.1,56,5.84,5.88,3.64,3544
0.53,Good,H,SI1,63.9,55,5.19,5.14,3.3,1242
0.8,Very Good,D,SI2,63.7,57,5.87,5.9,3.75,2708
1.54,Premium,I,SI2,60.1,61,7.46,7.41,4.47,7727
0.91,Premium,G,SI1,62.2,59,6.19,6.15,3.84,3975
0.28,Very Good,H,VS1,63.1,55,4.17,4.2,2.64,429
1.22,Ideal,G,VS2,62,55,6.91,6.83,4.26,8067
1.15,Premium,H,SI2,62.4,57,6.66,6.59,4.14,4508
1.51,Good,G,VS2,64.2,54,7.18,7.27,4.64,11640
0.42,Ideal,D,SI1,62.4,57,4.77,4.84,3,810
1,Premium,H,VS1,59.1,60,6.45,6.42,3.8,4732
1.21,Premium,I,SI2,62.3,59,6.82,6.77,4.23,4686
0.38,Very Good,E,VS2,60.5,58,4.66,4.7,2.83,866
1.6,Premium,F,SI1,60.5,58,7.62,7.53,4.58,12343
1.05,Ideal,F,SI1,61.8,57,6.51,6.54,4.03,4729
0.43,Ideal,G,SI1,62.6,56,4.79,4.82,3.01,789
1.22,Premium,E,SI1,59.7,61,7.03,6.9,4.16,6403
0.4,Ideal,I,VVS1,62.3,56,4.67,4.7,2.92,854
1,Ideal,D,SI1,60.5,57,6.48,6.52,3.93,5775
0.33,Premium,G,VVS2,62,59,4.41,4.46,2.75,752
0.42,Very Good,D,VS1,62.5,57,4.75,4.85,3,1109
0.25,Ideal,F,VS1,61.1,58,4.04,4.08,2.48,595
0.5,Fair,G,SI1,65,59,4.99,4.97,3.24,1050
1.2,Ideal,F,VS2,62.3,56,6.82,6.79,4.24,8590
1.01,Fair,G,SI2,67.1,59,6.27,6.19,4.18,2942
0.71,Ideal,G,VS2,61.9,57,5.73,5.77,3.56,2771
0.73,Ideal,H,SI2,61.6,57,5.79,5.81,3.57,2260
0.25,Ideal,G,VS1,62.3,54,4.05,4.11,2.54,438
0.36,Ideal,G,IF,62.2,53,4.59,4.61,2.86,1029
0.38,Ideal,E,VVS2,61.8,56,4.67,4.72,2.9,947
1,Premium,G,VS2,60,59,6.52,6.47,3.9,5967
0.25,Premium,F,VS1,61.2,59,4.05,4.02,2.47,558
0.5,Premium,I,VVS1,62.8,61,5.05,4.98,3.15,1556
1.07,Very Good,G,VS2,62.3,57,6.56,6.47,4.06,6274
1.1,Premium,H,SI1,63,58,6.6,6.55,4.14,4916
0.9,Very Good,J,VS1,62.6,55,6.11,6.13,3.83,3102
0.32,Premium,E,SI2,61.2,58,4.44,4.39,2.7,576
1.51,Premium,G,SI2,60,60,7.45,7.4,4.48,6266
0.9,Good,G,SI2,64.1,63,6.02,5.99,3.85,3246
1.01,Premium,G,SI1,59.9,56,6.6,6.45,3.91,4875
0.85,Very Good,F,VS1,62,55,6.08,6.14,3.78,4293
1.72,Premium,H,VS2,61.3,59,7.72,7.69,4.72,13609
0.71,Ideal,F,VVS1,61.8,56,5.72,5.74,3.54,3880
0.4,Ideal,H,VS2,61.4,55,4.76,4.78,2.93,725
1.2,Very Good,J,SI1,62.5,58,6.74,6.79,4.23,5082
0.7,Ideal,J,VS2,61.6,56,5.71,5.65,3.5,1940
2.01,Ideal,H,SI1,61.9,57,8.14,8.05,5.01,17403
0.57,Ideal,D,SI1,61.4,55,5.35,5.34,3.28,1810
0.71,Very Good,E,SI2,62.2,58,5.65,5.7,3.53,2423
0.55,Ideal,F,VS1,61.6,57,5.23,5.29,3.24,1881
0.71,Premium,J,SI1,62.4,61,5.68,5.63,3.53,1690
0.38,Ideal,E,VS1,61.6,56,4.66,4.62,2.86,1069
0.7,Good,I,VS2,57.1,61,5.9,5.93,3.38,2010
1.25,Very Good,I,VS2,62.7,58,6.74,6.95,4.29,5975
0.74,Premium,F,SI1,61.2,59,5.88,5.82,3.58,2744
1.03,Ideal,H,SI2,62.5,54,6.46,6.5,4.05,4382
1.57,Very Good,H,SI2,58.6,62,7.71,7.64,4.5,9077
0.72,Ideal,D,VS2,61.8,57,5.76,5.73,3.55,3099
0.7,Premium,D,SI2,60.4,60,5.79,5.74,3.48,2596
0.51,Ideal,E,SI2,62.7,53,5.09,5.12,3.2,1177
0.57,Very Good,G,VS2,62.6,55,5.26,5.31,3.31,1608
1,Ideal,I,SI2,58.8,55,6.53,6.46,3.82,3629
2.07,Very Good,H,SI1,59.5,59,8.27,8.3,4.92,18489
0.75,Premium,H,SI1,60.2,59,5.92,5.88,3.55,2329
0.71,Very Good,E,VVS2,61.5,61,5.7,5.75,3.52,3580
0.39,Premium,G,IF,59,60,4.75,4.78,2.81,1300
0.32,Ideal,E,VVS1,61.3,57,4.42,4.45,2.72,890
0.26,Ideal,D,VS1,62,55,4.12,4.1,2.55,580
0.73,Ideal,E,VS1,61.2,57,5.85,5.8,3.57,3620
0.92,Ideal,F,SI2,61.5,53,6.26,6.3,3.86,4691
1.11,Very Good,F,VVS1,62.5,59,6.59,6.63,4.13,10069
1.08,Premium,F,SI2,60.2,59,6.6,6.65,3.99,4407
1.15,Very Good,D,VS1,62.9,54,6.72,6.69,4.22,7978
1.15,Ideal,H,VS2,62.4,56,6.71,6.65,4.17,6788
0.3,Ideal,I,VS2,62.4,55,4.32,4.34,2.7,407
1.29,Ideal,J,SI1,61.5,57,7,7.06,4.32,6097
0.31,Ideal,F,VS2,61.9,57,4.34,4.32,2.68,749
0.9,Ideal,G,SI2,62.4,57,6.16,6.13,3.84,2968
0.57,Ideal,E,VVS2,62,57,5.29,5.33,3.29,2447
0.32,Very Good,F,SI1,63.2,55,4.4,4.37,2.77,684
1.09,Premium,D,SI2,61.9,61,6.58,6.54,4.06,3961
0.35,Ideal,F,VS2,62.6,56,4.49,4.52,2.82,706
1.16,Ideal,J,SI1,61.8,55,6.75,6.78,4.18,5124
0.41,Good,E,VS2,58.1,59,4.89,4.95,2.86,772
0.31,Ideal,D,VS2,61.5,56,4.35,4.36,2.68,734
0.34,Good,I,VVS2,63.1,56,4.43,4.47,2.81,596
0.3,Ideal,H,VS2,62.6,55,4.28,4.31,2.69,491
0.27,Very Good,E,VS1,63.8,60,4.03,4.09,2.59,407
0.71,Premium,F,SI2,61.6,59,5.75,5.71,3.53,2482
3.04,Premium,I,SI2,59.3,60,9.51,9.46,5.62,18559
0.9,Ideal,D,SI1,62.5,57,6.12,6.2,3.85,4579
0.5,Good,G,SI1,63.9,57,5.06,5.02,3.22,1286
1.01,Very Good,J,SI2,62.2,58,6.37,6.4,3.97,3905
0.59,Ideal,F,VVS2,61.7,56,5.38,5.41,3.33,2551
0.75,Very Good,F,SI1,63.1,58,5.7,5.74,3.61,2347
0.59,Ideal,E,SI2,62.2,55,5.38,5.4,3.35,1286
1.01,Premium,F,SI1,62.2,59,6.44,6.35,3.98,4418
0.33,Ideal,G,VVS2,61.5,55,4.47,4.51,2.76,713
1.01,Very Good,J,VS2,59.3,59,6.5,6.58,3.88,4120
1,Premium,E,SI2,59.1,61,6.44,6.39,3.79,4077
0.31,Ideal,F,VVS1,61.6,55,4.36,4.41,2.7,975
0.52,Very Good,G,SI1,61.9,59,5.08,5.13,3.16,1232
1.05,Ideal,F,SI1,62,55,6.54,6.5,4.04,5557
1,Fair,D,SI2,65.6,66,6.1,6.01,3.97,3767
0.32,Ideal,G,SI2,62.5,55,4.4,4.37,2.74,540
1.24,Ideal,F,VS1,61.5,54,6.93,6.89,4.25,10138
0.83,Ideal,H,VVS1,61.7,57,6.02,6.07,3.73,3570
0.24,Very Good,D,VS2,61.4,60,3.98,4,2.45,373
2.01,Very Good,E,SI2,61.2,58,8.05,8.07,4.93,14813
1.38,Very Good,J,VS2,62.7,56,7.06,7.11,4.44,6494
1.55,Ideal,I,SI1,62.3,54.8,7.37,7.39,4.61,9117
1.14,Premium,F,SI1,61.1,58,6.77,6.72,4.12,6448
0.9,Ideal,G,VVS2,61.9,56,6.15,6.22,3.83,5335
0.71,Very Good,J,VVS1,59.7,58,5.8,5.83,3.47,2218
0.35,Very Good,E,SI1,62.9,58,4.48,4.52,2.83,614
0.52,Ideal,F,VS2,63,56,5.16,5.1,3.23,1605
0.6,Very Good,D,SI1,62,55,5.36,5.44,3.35,1777
0.3,Ideal,G,IF,61.6,53,4.32,4.35,2.67,863
0.31,Ideal,H,IF,61.3,56,4.39,4.42,2.7,789
0.3,Ideal,E,VVS1,60.6,57,4.35,4.33,2.63,956
1.03,Ideal,G,SI2,62.8,54,6.51,6.46,4.07,4557
0.9,Premium,D,SI1,59.4,62,6.24,6.19,3.69,4304
1.5,Good,H,SI2,58.4,62,7.44,7.49,4.36,7714
0.72,Fair,E,SI1,56.9,61,5.91,5.97,3.38,2498
0.54,Ideal,G,VS1,62,53.9,5.22,5.24,3.24,1745
0.61,Ideal,D,VS2,61.6,56,5.46,5.49,3.37,2364
2.01,Very Good,J,SI1,60.3,58,8.11,8.17,4.91,12392
0.53,Ideal,F,VS2,61.3,55,5.22,5.25,3.21,1723
0.31,Premium,D,VS2,62.5,52,4.4,4.37,2.74,816
0.9,Good,F,VS1,62.8,60,6.11,6.15,3.85,4898
1.52,Very Good,J,VS1,62.2,55,7.35,7.42,4.59,8217
1.01,Ideal,E,SI2,59.6,60,6.52,6.6,3.91,4604
0.57,Ideal,F,VVS1,61.9,54.8,5.3,5.36,3.3,2339
1.01,Ideal,F,SI1,62.3,55,6.38,6.31,3.95,4276
0.41,Premium,D,SI2,62.3,58,4.74,4.77,2.96,683
0.29,Very Good,E,VVS2,61.4,58,4.25,4.31,2.63,633
1.5,Premium,G,VS1,62.7,58,7.3,7.25,4.56,14234
1.14,Good,I,SI1,63.5,56,6.58,6.62,4.19,4702
1.2,Ideal,I,VS1,62.1,56.5,6.8,6.84,4.23,6210
0.27,Good,E,VS1,57.5,63,4.24,4.28,2.45,377
